,Golden_grains
1276,1042080.9375804336
1277,1025530.7237025998
1278,1480589.019455646
1279,1102083.0466453317
1280,1481897.338477869
1281,1427375.1021605346
1282,1323775.6441410785
1283,1292739.9448902584
1284,1373340.60273449
1285,1532526.2036752289
1286,1382222.5137571294
1287,1130599.0815303233
1288,1307436.2659399428
1289,1424868.5114680277
1290,1284020.7056352573
1291,1381277.5083007943
1292,1228688.8236752378
1293,1085799.0685096448
1294,1354324.5205123501
1295,1438964.8194452203
1296,1401074.7088865845
1297,1255536.3250491943
1298,1432783.1456160252
1299,1214670.8676244812
1300,1253606.1597570046
1301,1055714.0877941193
1302,963460.9045270392
1303,1414574.6699787576
1304,1448941.3335167817
1305,1462470.1525682227
1306,1353383.041999806
1307,1450011.4210363654
1308,1457845.0944313414
1309,1092740.9682386238
1310,1544450.565029806
1311,1475217.4995179728
1312,1076927.2644513259
1313,1357870.9848715786
1314,1412530.7655572218
1315,1381993.9776483923
1316,1370751.345348871
1317,1202828.3124057285
1318,1495517.1417723685
1319,1615220.003460851
1320,1156593.8768762376
1321,1217324.7585596992
1322,1477495.5044350117
1323,1116251.0503135407
1324,996558.8839764635
1325,1485486.4368447307
1326,1557362.222800452
1327,1318836.0857926467
1328,1270149.6764234968
1329,1306761.4888810131
1330,1239371.4339966087
1331,1495635.6973109196
1332,1181705.5964441283
1333,1246944.67147536
1334,1384885.2942310802
1335,806445.4746743037
1336,1481688.5715463948
1337,1447159.088121622
1338,1319014.6876647035
1339,1555043.4949950622
1340,1441853.3549009876
1341,1564198.6312716927
1342,1277495.8161895552
1343,1227752.1373652404
1344,1315231.7418506832
1345,1269956.7008473384
1346,1171788.6624233953
1347,1376835.2698277272
1348,1506958.834667897
1349,1369700.5321210169
1350,1478291.9653581062
1351,1077084.5533737757
1352,1428839.0781063058
1353,972126.2342331657
1354,961576.0574120418
1355,1151801.280663144
1356,1477438.3870824785
1357,1381622.9882088555
1358,1348074.4859275024
1359,1117304.544968796
1360,1262153.260317409
1361,1304537.911503946
1362,1151623.554937181
1363,1016580.4964379693
1364,1366987.1727291746
1365,1282541.9695657964
1366,958507.9307098166
1367,1553173.1424723584
1368,1211301.0916694377
1369,1202482.99810347
1370,1471352.0865268873
1371,1143267.7166809451
1372,1558702.3177906116
1373,1238693.761484122
1374,1423227.715676346
1375,1395716.3529476875
1376,1355301.6279300165
1377,1453469.9092604397
1378,1095630.529249323
1379,1496451.7319430672
1380,1440553.0743858211
1381,1151886.6795575314
1382,1459890.4855825051
1383,1260470.2937074192
1384,1321020.1182476904
1385,1015892.121453724
1386,1377645.2594290222
1387,1193750.923226121
1388,1216062.689994685
1389,1371694.7847237226
1390,1428886.9949774288
1391,1056882.679867196
1392,1575314.760752002
1393,998549.4991952381
1394,1300846.7983157092
1395,1170867.2018831084
1396,1447998.0741243514
1397,1185452.9744096426
1398,1302122.1663026714
1399,1222437.6494233645
1400,1485735.7903864123
1401,1262508.5700726942
1402,1556698.9215644007
1403,1466167.6645949662
1404,1129035.5610529168
1405,1513919.9656073642
1406,1201357.875010233
1407,1467119.837557913
1408,1346401.7869990796
1409,1197045.577130106
1410,1517148.12421259
1411,1428153.7601538363
1412,1211124.548098217
1413,869258.0334284786
1414,1373337.5112096197
1415,1397159.0346308898
1416,1551725.2384356284
1417,1402951.2788444762
1418,1431052.9277626118
1419,1503282.7625412787
1420,1230751.8220593878
1421,1297229.8444443222
1422,1240240.7867663866
1423,1389513.6074834028
1424,1187517.0445452572
1425,1349773.1091161673
1426,1492185.9968667037
1427,1574452.846977786
1428,1474444.1152567815
1429,1150947.6882452152
1430,1397428.2702818497
1431,1041611.3866518873
1432,1103093.524089201
1433,1518865.265236749
1434,1482100.5478124158
1435,1377455.0799490095
1436,1506594.7342477676
1437,1432232.3126905153
1438,1124847.2018223193
1439,1618357.1439664678
1440,1398401.3513611574
1441,1490570.9762472378
1442,987096.7770099384
1443,1383289.3730455982
1444,1511566.5997094938
1445,1321645.999357151
1446,1173069.7786186617
1447,1468680.6702635388
1448,1009833.3405839195
1449,1139839.2114847903
1450,1307697.1289985997
1451,1527197.676100695
1452,1364182.3218536903
1453,1187162.2808682355
1454,1468308.2564031065
1455,1354003.481559526
1456,1379197.9480897398
1457,1466364.008623244
1458,1303394.1349093195
1459,1487474.497717091
1460,932586.5735825767
1461,1172644.0421523813
1462,1453525.7468313652
1463,1188870.8790098215
1464,1332025.5445315482
1465,1458814.9572487148
1466,1264684.886972014
1467,1204328.063975599
1468,959491.1835608807
1469,950789.7760979384
1470,1568028.223354365
1471,1413476.7947401162
1472,1091954.719510609
1473,1456505.7474073719
1474,1088005.1310732053
1475,1298306.5008041938
1476,1058992.5490267498
1477,1332592.2613012595
1478,944380.9678057306
1479,1462239.911277841
1480,1278499.2270323357
1481,1342925.4131952187
1482,1508114.045243326
1483,1285222.0004737624
1484,967443.0821049744
1485,1179820.6288830026
1486,1645426.0272860753
1487,1086969.746032812
1488,914177.7726318452
1489,1046707.4669419363
1490,1243246.1191629071
1491,1129604.583132667
1492,1453625.6670542033
1493,1448393.166849859
1494,1423058.5073361208
1495,1293877.6959547803
1496,1064973.3873899234
1497,1403684.0236664738
1498,1463098.8271021652
1499,973739.7175057118
1500,1337838.5543614007
1501,1336874.7113035538
1502,1464460.12888002
1503,1525325.0668515242
1504,1248984.2594228694
1505,1181005.0954738988
1506,913990.5161263559
1507,1345946.1054969798
1508,1146425.3489775166
1509,1476165.804775742
1510,993709.2835681977
1511,1146845.3322043016
1512,974214.9369724891
1513,905007.3978855194
1514,1262302.6035748299
1515,1361138.7765142212
1516,1054206.5288080913
1517,1326186.8481755378
1518,996797.3577882077
1519,993719.5742242839
1520,1217492.6424783934
1521,1268487.1249000032
1522,1487713.3463564238
1523,1416215.2423972813
1524,1472324.6340084607
1525,1556821.7931390554
1526,1141260.7777896912
1527,1367724.639902101
1528,1383271.2143325198
1529,1422306.931675514
1530,1293911.7933723654
1531,1406524.4777596465
1532,1440503.6208847282
1533,1280353.8254255794
1534,1236805.9404901955
1535,1395631.6547728889
1536,1277190.901632063
1537,1363294.9126706198
1538,1477582.3735477526
1539,1468615.0515280138
1540,1447097.356824799
1541,1358921.5922954069
1542,1203148.3600153818
1543,1310328.0724785626
1544,1388482.1146508262
1545,944194.1967617682
1546,1011777.8037810723
1547,1136410.0002446042
1548,1354508.7671233283
1549,1292748.4231945951
1550,1241634.2810072107
1551,1192485.641486169
1552,877754.5292368503
1553,1388874.1331364654
1554,1261266.3541198391
1555,1492471.6003294338
1556,1487295.7228938353
1557,1189569.298773219
1558,1376917.7175850333
1559,1113638.196993653
1560,1197553.0483099143
1561,1318275.8866274152
1562,1455294.918913053
1563,1413959.3747503203
1564,1234815.8864010645
1565,1308348.1893817002
1566,1148289.4469393534
1567,1316098.2806156739
1568,1338910.1839247786
1569,1276769.3796966728
1570,1344262.0749078072
1571,1305025.2188136817
1572,1332585.6033013037
1573,1464249.7160680091
1574,1286615.762599458
1575,1392734.6070161012
1576,1181326.6715111395
1577,1387126.2415099908
1578,1192956.6305582635
1579,1441684.7282168006
1580,1130847.1206519331
1581,1490521.1426739579
1582,1428268.2903859725
1583,1440041.4418648575
1584,869625.9782767532
1585,1456300.9031315022
1586,1277356.1241603133
1587,1529731.715101014
1588,1394606.015584384
1589,1288001.525011024
1590,1406319.1714950488
1591,952933.6553687025
1592,1350349.3809741698
1593,1421762.0443365842
1594,1352422.9233747816
1595,1356794.5270578929
1596,1205791.9157768097
1597,1609357.2656209827
1598,954708.5213145413
1599,988524.6573176143
1600,1138280.1165284456
1601,1433344.7821595971
1602,1214353.566406481
1603,1360852.3196771145
1604,1085732.857254046
1605,1597262.1009804378
1606,1331967.2891048877
1607,1182134.0336711917
1608,1292684.6809125433
1609,1421317.5083524056
1610,875010.624556454
1611,1163432.9993508987
1612,1327292.6888479327
1613,1318703.9986927605
1614,1228228.3441307705
1615,1288316.9732197959
1616,1555056.7827463755
1617,1451148.5436135656
1618,968792.4157392887
1619,1601167.704648083
1620,1525390.0257983466
1621,1224561.9919250442
1622,1477570.611266551
1623,1559052.2228418053
1624,1157928.7014430482
1625,1273584.9934535485
1626,1101041.153164133
1627,1525727.3291063092
1628,1355050.2389868463
1629,1595219.3820248016
1630,1233382.8322953791
1631,1184973.6225366902
1632,1238071.1776160235
1633,1213291.9965423376
1634,1431291.096912812
1635,1461904.273338084
1636,1290501.1426803435
1637,1444761.586017009
1638,1367881.3556944474
1639,1185536.9100731157
1640,1424582.2341268938
1641,1224001.7175893732
1642,1399028.0739959916
1643,1298231.1278888436
1644,1344362.2297869956
1645,1488470.361606379
1646,1259743.2693002534
1647,964175.5659785335
1648,1342773.0929648876
1649,1345236.2530588016
1650,1475229.548357094
1651,1372940.3462273858
1652,1227755.928100688
1653,881914.8005843963
1654,1186218.8859332567
1655,1610251.9605686609
1656,1098537.6856292977
1657,1058913.3594361774
1658,1273443.1023227994
1659,933442.1475350877
1660,1554113.2054947086
1661,1001344.8936247634
1662,1251429.4815840044
1663,1253109.9012488022
1664,1343832.6301889725
1665,1518080.8858816337
1666,1300580.3967972647
1667,1418872.667310601
1668,1411422.9230229198
1669,1219059.7365183518
1670,1461780.0455362126
1671,1267255.2775003456
1672,1544956.0615385096
1673,1302143.598646554
1674,1519194.3361579499
1675,1095499.074112654
1676,1206651.1192690171
1677,1222051.0121919743
1678,1480425.227918401
1679,1239618.4861918213
1680,1080454.804683012
1681,1020537.8090178673
1682,1367786.224467356
1683,1255636.7555379542
1684,1436851.846167909
1685,1458779.5970570578
1686,1273810.2539582364
1687,1533709.3593724612
1688,1166065.3583303771
1689,1397455.89400227
1690,1285123.467919091
1691,1274130.6555131255
1692,1281377.0230010871
1693,1279301.2219329989
1694,1384383.5230856442
1695,1454364.691199052
1696,1429219.6446494695
1697,1073333.1745786192
1698,1364429.3316742254
1699,1049616.1783209566
1700,932207.7087602841
1701,1372973.658334629
1702,1350296.3325164746
1703,1497512.0821609374
1704,1319526.3788998642
1705,1402759.5821803226
1706,1386539.8607476994
1707,1559053.5319805322
1708,1437301.4583555758
1709,1462910.825484961
1710,1487037.777286556
1711,1293796.3207717626
1712,1417252.8491214332
1713,967120.1352337991
1714,1133658.3630300001
1715,1227326.034112979
1716,1280836.4131456562
1717,1202152.6815460604
1718,1293026.6548325617
1719,1424913.957977598
1720,1509215.254649113
1721,1467411.566649158
1722,1360892.8111742563
1723,1359424.0006848387
1724,1216277.665385876
1725,1393936.896952492
1726,850972.187333652
1727,1548498.5691655802
1728,1284907.3542213393
1729,1409606.5473246942
1730,831607.9085948209
1731,1330969.6331425863
1732,1481228.9898763762
1733,1518730.2490122975
1734,1465493.6835732348
1735,1391417.3241277223
1736,1507875.6320275262
1737,1065463.6442789324
1738,1380055.08927161
1739,1576472.822963254
1740,1478927.2944272168
1741,1132641.6957498842
1742,887047.944022203
1743,1435940.9075517596
1744,1533094.7995800835
1745,1309464.3063854915
1746,1370428.4034090012
1747,1174252.3853366915
1748,1505921.017115215
1749,1345112.2973813086
1750,1359278.1914981594
1751,940431.5088240628
1752,878272.7236805909
1753,1261378.6383740199
1754,1059719.9367722634
1755,1204794.539628711
1756,1440343.7222085383
1757,1321258.5777340864
1758,1205668.6906677324
1759,1321332.3922586201
1760,1434928.6404702405
1761,1327834.7076522722
1762,1468258.3376207224
1763,1419220.3537725923
1764,1313463.3715015661
1765,1430097.1370359976
1766,1374670.657030076
1767,1379934.82807272
1768,1430716.2680265734
1769,1083029.1650939647
1770,1214870.6139084843
1771,754738.3360638156
1772,1301286.2288908793
1773,1158947.2565600595
1774,1331279.6898881309
1775,1588752.8906237597
1776,1100983.2008604319
1777,1369595.8926693506
1778,1133645.5719850473
1779,1211018.0113887244
1780,1268678.1062580629
1781,1312116.792696271
1782,1250090.7358990905
1783,1474843.7214529312
1784,1386419.3234155779
1785,1402679.381099413
1786,1498895.766126687
1787,881797.1837553085
1788,1049484.851305762
1789,1383851.1860543978
1790,1139995.7472705531
1791,1544537.6823298407
1792,983366.6686088776
1793,1059025.987915779
1794,1126333.4538676478
1795,1412510.9085896069
1796,1410578.6352477404
1797,1491087.1684912075
1798,1269544.591749675
1799,1415347.624083111
1800,1457453.8552529311
1801,1336623.346075093
1802,1235999.7292207885
1803,1285612.0874726481
1804,1393710.4833184981
1805,1354419.4299929577
1806,1254407.462085694
1807,1237148.8731591047
1808,1362112.1147884827
1809,1347295.3189524177
1810,1396643.2592658899
1811,1179669.2920167986
1812,1388402.6325155587
1813,1405828.8572075954
1814,1010931.9571069097
1815,1282924.445274485
1816,1015132.0892582791
1817,1251846.7198071347
1818,1355455.4627114134
1819,1418619.3780266005
1820,1328487.3026771992
1821,1348624.9728644877
1822,1153290.0319633228
1823,1179493.6067987967
1824,1460436.8508977958
1825,1195311.6142170294
1826,1269338.871399674
1827,1019941.4866706737
1828,1369631.8802859823
1829,1418299.7613332467
1830,1425839.780544038
1831,1335628.2877543396
1832,1491561.9605439485
1833,1410716.9412785908
1834,1386694.7544846472
1835,1121668.5284172287
1836,1413924.0994065686
1837,1253955.150353319
1838,1538053.0719552664
1839,1373541.4521395958
1840,1355237.9397439766
1841,1571323.2203820555
1842,1311247.0869105782
1843,1164900.650709647
1844,1406598.0613714405
1845,1376145.0646617792
1846,1214629.4618014565
1847,1292422.5364661505
1848,1028529.965556795
1849,1510046.9247184785
1850,1186691.659048052
1851,1355844.197600553
1852,1394314.8847823436
1853,1397164.0677033742
1854,1134629.8499401025
1855,1504219.9827756851
1856,1463828.3669461396
1857,1195647.0133043225
1858,1397847.5132957553
1859,1095922.4630866963
1860,942229.0887591856
1861,1264125.6924165094
1862,1103077.586694067
1863,1491615.0302663005
1864,1405834.9684443166
1865,1247003.1635438716
1866,1432631.3183971827
1867,1441274.449484049
1868,1499439.0056686958
1869,1441307.7994759483
1870,1343959.9078485111
1871,1529670.3532715845
1872,1487785.194035891
1873,1305992.24970535
1874,1176685.9339907882
1875,1115035.8394852502
1876,1355524.9549768523
1877,1278334.6512484371
1878,1398625.5089415303
1879,1414705.1845869403
1880,1495504.1026604453
1881,1477629.7308132248
1882,1238241.5732800358
1883,1201371.6044608627
1884,820407.6676267505
1885,1438690.4058937947
1886,1292306.8831084974
1887,1334831.9777347594
1888,1403265.773754712
1889,1443622.04127955
1890,1427569.2608584652
1891,1362727.4956889611
1892,1375506.9900954345
1893,1380756.1192855586
1894,1008217.1793091297
1895,1428744.949570662
1896,1369897.175929791
1897,1357298.807143196
1898,994779.8873799281
1899,1417472.127350937
1900,1456071.2098591418
1901,1407645.6247145943
1902,1244340.0887177638
1903,1140348.10588295
1904,1189247.4155310986
1905,1266419.9564352154
1906,1400034.7083246752
1907,977898.0166414139
1908,1499153.1479534344
1909,1391131.5929353319
1910,1247955.5333119775
1911,1120196.4999027879
1912,1501127.497616699
1913,948234.3131557552
1914,1336697.449863688
1915,1235042.5330426237
1916,1265758.9112895976
1917,1210252.0185432725
1918,1245473.1196742714
1919,1224415.2557402477
1920,896341.6232575633
1921,1316171.5682286324
1922,1482059.074219517
1923,1378208.6304740165
1924,1453033.4761983205
1925,1172066.1515093544
1926,1366198.0439012256
1927,1415410.266098823
1928,1492521.8519407941
1929,1155602.0808538818
1930,1341980.20150697
1931,1531920.179650939
1932,1221842.4341688356
1933,1417571.8475842637
1934,1186713.4591821877
1935,1242745.217608438
1936,1334289.9368356792
1937,1408633.7860851104
1938,1373717.2232057732
1939,1419974.6377662094
1940,1406011.1517086492
1941,1379183.0917290577
1942,1482094.9453534312
1943,982761.1152839453
1944,1433103.6193615969
1945,1240366.4781812273
1946,1490338.512135889
1947,1324600.17170093
1948,1324472.0604217844
1949,1157756.4611983201
1950,1054135.848328925
1951,1449062.7880897638
1952,1417156.1534074096
1953,1168271.231627939
1954,1466853.3944728882
1955,1550570.4442179794
1956,1152516.2956144535
1957,1496321.490856774
1958,1056250.002063107
1959,1363601.1831534363
1960,1561278.189529709
1961,1199443.1402972403
1962,1499140.8267018797
1963,1481839.9738642944
1964,1459276.7936169566
1965,1155279.295888836
1966,1398853.6732363729
1967,1396526.5749916031
1968,920931.7056212894
1969,1400144.5439989422
1970,877223.9198708715
1971,1054196.9900312147
1972,1297481.1780592897
1973,1443181.2785967237
1974,1434073.099438004
1975,1408983.9623712858
1976,1260386.2300152257
1977,1250057.2562539615
1978,1177586.7168518521
1979,1310941.2057693482
1980,1434795.249616122
1981,1131456.9158378628
1982,1438501.3405770627
1983,1376838.3552055263
1984,1430113.218227343
1985,1449949.903455531
1986,1078118.4028388467
1987,1346698.9598913388
1988,1025910.0072780126
1989,1109889.4151891798
1990,1320715.1812928997
1991,1359239.4708840402
1992,987235.3820439241
1993,1377743.1013219522
1994,1378055.3715426556
1995,1271051.1858568173
1996,1394605.8878984426
1997,1286229.4770263715
1998,1384900.023371507
1999,1376014.052507588
2000,1253893.0845964982
2001,1406317.3042187851
2002,1328420.7039447087
2003,1199187.8420096966
2004,1566976.2015306577
2005,1474030.9392426345
2006,1351282.668041135
2007,1292869.377767969
2008,1249781.4330263834
2009,1150667.0427360358
2010,1395914.42977065
2011,1477326.7095777893
2012,1013638.5458050158
2013,1437199.1550449622
2014,1524468.1683263655
2015,1408704.8960677136
2016,932154.9836007155
2017,1446845.163589299
2018,1251517.9607324998
2019,1318384.367324706
2020,1313915.1621714777
2021,1192193.9876462203
2022,1026377.4037714194
2023,1329564.2214163316
2024,1095692.4109443398
2025,1130626.6163651969
2026,1332273.0244300033
2027,1505665.1447588392
2028,1481039.9268835497
2029,1313426.081900026
2030,1209998.0620762527
2031,1450040.0341900813
2032,1410075.5811091345
2033,1301863.310642008
2034,1219186.5261083324
2035,1100384.7695310197
2036,1405623.9700214318
2037,1280100.880467356
2038,1343812.7785817068
2039,1324419.6866707066
2040,1574403.69140822
2041,1259529.556830807
2042,1425122.7998497118
2043,1283827.0108322548
2044,1011065.1870387712
2045,1331851.7723004331
2046,1248257.3513833848
2047,1499437.3291789857
2048,1058317.7207550183
2049,1307637.800439929
2050,1410582.086816528
2051,1537726.7980543117
2052,1446458.2832043495
2053,1401812.5602664032
2054,1487888.8967404596
2055,1425790.3103280577
2056,1436891.3350461957
2057,1105077.4728247337
2058,1590741.887646836
2059,1269188.3309210867
2060,1564584.974485623
2061,1571176.8352894662
2062,1273268.3147984247
2063,1373726.2314522364
2064,1118873.47161307
2065,1526304.1318605137
2066,1397706.0806286002
2067,1387444.836733232
2068,1504637.9659682692
2069,1082235.8400548743
2070,936392.1412104213
2071,1172181.4776222343
2072,1197318.9691217877
2073,1101086.4180714528
2074,1146308.7279449692
2075,1287993.866954101
2076,1204985.8282284718
2077,1285455.7347079613
2078,1361384.3154532888
2079,1298858.1701981935
2080,1072514.3136057276
2081,1386157.5470976667
2082,1258659.2795418007
2083,1453558.1083356778
2084,1485501.6345255838
2085,1019333.9080840107
2086,1360554.9567150946
2087,1269566.1344338718
2088,1187392.8215236752
2089,1290085.5803858032
2090,1277598.8051990236
2091,1153857.4279254123
2092,1418288.3073115686
2093,1563475.0503951542
2094,1487974.0581821078
2095,1075680.6779895413
2096,1408442.7011305327
2097,1321219.56544344
2098,991117.681599906
2099,1171713.5829301456
2100,1219779.36429926
2101,1342556.1563470468
2102,1414904.4448428873
2103,1359882.2265562685
2104,1482567.9520056588
2105,1520932.990689896
2106,1193331.0055126327
2107,999757.7703447472
2108,1534981.4247054616
2109,1295162.3460802985
2110,1142324.9144221726
2111,1198007.8346778238
2112,1244895.2732276681
2113,1539364.030611676
2114,1457432.9938397575
2115,1528213.3591638175
2116,1021289.1494991544
2117,1299013.5430204999
2118,1402422.0439045841
2119,1109560.2644677812
2120,1390829.5411788977
2121,1358329.7245527597
2122,1080664.897523041
2123,1509274.6957218936
2124,1408513.0926174235
2125,1254232.3368884565
2126,1035467.6611588832
2127,1238121.8717874093
2128,1215509.4031967544
2129,1164706.896711233
2130,1371740.7192009394
2131,1516786.5890161144
2132,1472610.5508735937
2133,1174229.1838261841
2134,1335711.3424863091
2135,1147706.559475972
2136,831229.1437246642
2137,1240651.0930903277
2138,1457468.3676513622
2139,1223454.710892972
2140,1333867.2681252358
2141,1411903.2846306711
2142,1329219.1875436227
2143,1088034.3967782
2144,1230759.2992932026
2145,1186067.7305729403
2146,1252329.0530385105
2147,1446282.1501690133
2148,1115033.6490501498
2149,1329961.828326012
2150,1507130.647544462
2151,1286806.2233206667
2152,1393510.890141197
2153,1300315.7543149549
2154,1137955.3783732003
2155,1340295.6180866708
2156,1249859.6163621054
2157,983035.7817901779
2158,1269609.6790332375
2159,1206491.9614521135
2160,1156427.632159428
2161,1297678.7160480812
2162,1356474.1862599058
2163,1295131.3230011242
2164,1440132.1617747557
2165,1194774.2719189166
2166,1420451.1745723872
2167,1437825.7073734645
2168,1513234.7993077277
2169,1393772.347810018
2170,1590359.3005813851
2171,1457770.5223805483
2172,1435176.0140598956
2173,1630253.4199364774
2174,1287109.4829558583
2175,1174248.6527346605
2176,1174625.7410528876
2177,1161510.2668658886
2178,1527516.7576835733
2179,1240974.315705918
2180,1415279.7613338467
2181,1136167.8150269273
2182,1477536.9133647198
2183,1176515.1819476704
2184,1418957.00712407
2185,1469105.5251273252
2186,1229548.6421432009
2187,929328.3904181734
2188,1251548.8975693074
2189,1485526.7621202497
2190,1114074.573892019
2191,1510923.673763474
2192,1131018.716898328
2193,1214544.2537599225
2194,922968.251761307
2195,1452777.6337067897
2196,1377680.4246980327
2197,1443897.1975506067
2198,1473386.2234741084
2199,1357910.2710260705
2200,1273618.7943061513
2201,1065609.6761122392
2202,1213674.0419301263
2203,1481370.8608333543
2204,1016129.0213877595
2205,1426635.0444855765
2206,1298461.8688427669
2207,1406623.315099666
2208,1345141.1108405555
2209,1069540.4506843418
2210,1140086.7691641967
2211,1471407.2767258477
2212,1100589.0955150884
2213,1252093.7668394689
2214,1270160.3015112502
2215,1430009.030691873
2216,1485660.2341399314
2217,1449791.0195172632
2218,1224834.9168522947
2219,1412202.465213354
2220,1260389.5797187206
2221,1460559.3060261256
2222,1009383.5804406364
2223,1190842.2593777315
2224,1503663.461259919
2225,1439291.630361555
2226,1409750.9556246889
2227,1336334.6066912038
2228,1413088.5005971815
2229,1346564.3632478523
2230,1481084.7545419466
2231,1451678.31442725
2232,1413443.0925622003
2233,1443074.2415891457
2234,1462678.4249098646
2235,1339512.5162505188
2236,1362683.4400280789
2237,1270694.2750417388
2238,1554590.6129382448
2239,1585497.7586806423
2240,1414608.312545927
2241,1350872.663825443
2242,1079316.5210346982
2243,1344656.0690747933
2244,1157882.2808661715
2245,1255353.9759550015
2246,1494117.6036021672
2247,1083812.3096269087
2248,1321067.699664425
2249,1459610.9769931517
2250,1364555.5739240588
2251,1254889.7590868103
2252,1411750.3914120723
2253,1303817.2486813674
2254,1350595.7895318728
2255,1006346.1975037218
2256,1522890.0855076597
2257,1322026.518217683
2258,1367333.7884864928
2259,1415549.0647413642
2260,1320537.821986106
2261,1026818.4480934951
2262,1362550.9700787766
2263,1236063.847442588
2264,1507073.5470941092
2265,1432786.7945524685
2266,1410579.4541536097
2267,1464994.405514492
2268,1465012.8313782525
2269,1087188.880241831
2270,1334155.480574023
2271,1344702.3973262717
2272,1099364.5450208776
2273,1322026.9871214435
2274,1108813.4044256853
2275,1099038.0109846832
2276,1176614.440669314
2277,1030129.6887119049
2278,1293255.5029838826
2279,1050439.7468853216
2280,1401048.1372080313
2281,1453391.6407421161
2282,1254993.5716836117
2283,1164722.58741696
2284,1541579.40002298
2285,1396226.2033014155
2286,1138588.179876964
2287,1511601.8901940223
2288,1178087.2278428203
2289,1563993.7912233933
2290,1156047.2231877707
2291,1389159.1551427045
2292,1562928.2940378895
2293,967707.9119951669
2294,1478114.7623304054
2295,904990.7872205812
2296,1022446.4774356226
2297,1096732.2348178427
2298,1286222.654502624
2299,1202718.703941759
2300,1596813.2366458403
2301,1469980.7370934656
2302,1248068.172045353
2303,1292193.7904507548
2304,1320536.8100542326
2305,1384135.4699700235
2306,1083204.024752496
2307,1128592.5844884426
2308,1405767.5914604317
2309,1493084.0306080766
2310,1311141.4802804138
2311,1467855.6979722376
2312,1427741.1664326729
2313,1442748.3054290263
2314,1359738.6059668213
2315,1426688.5364916478
2316,1268248.8414702609
2317,1318832.0104669263
2318,1216027.398655443
2319,1315911.8709614496
2320,1423959.7822083065
2321,1473964.322258638
2322,1407918.9275956901
2323,1169954.500639153
2324,1388892.0237107505
2325,1418282.0260243155
2326,1266668.8227517654
2327,1264755.4067499966
2328,1167425.0225571236
2329,1212653.5231553465
2330,1409963.6296966532
2331,1424340.6249660887
2332,1195455.9099330527
2333,1399741.8550497373
2334,1544272.6583093405
2335,1128576.0145774677
2336,1411791.5433350485
2337,1003477.4334537236
2338,1144586.336714226
2339,1460755.4092045012
2340,1304318.9786946701
2341,801620.0676263681
2342,1311734.6210260547
2343,1345111.0347526653
2344,984068.2449119837
2345,1349276.8228377798
2346,1307127.6185041016
2347,1593828.7710714224
2348,954000.2445313368
2349,1231143.5226870412
2350,1464283.5543517293
2351,1230361.7877019057
2352,1040227.8116106107
2353,1461545.1254526777
2354,1427124.8641232103
2355,1275616.3365744273
2356,1284096.5466209995
2357,1249256.1585098254
2358,1051358.3809106802
2359,1255441.7999361674
2360,1299075.8479486846
2361,1208657.7519035074
2362,1277092.1127641106
2363,1210091.8758068031
2364,1445727.6635422914
2365,1218781.0156591046
2366,1196388.818643084
2367,1434625.0393381305
2368,1471750.6193260206
2369,1141356.5471974916
2370,1233192.3667059683
2371,1347014.4785318454
2372,1284808.9272387498
2373,1293060.7300838546
2374,1376290.6935350387
2375,1348093.4381477819
2376,1559540.2383496666
2377,1438799.8784750102
2378,1405805.547671073
2379,1419247.0671037673
2380,1437829.8820664457
2381,1509995.5380681537
2382,1129520.7628016642
2383,1339349.892604501
2384,1528206.5227013326
2385,1327904.7372086865
2386,1227527.2984149286
2387,1544453.4626912044
2388,1146744.4234431058
2389,1274493.9113046331
2390,1360542.8903690386
2391,1183444.6768856344
2392,1448330.8335948277
2393,1189171.1997849653
2394,1441120.510329139
2395,1173158.7402717017
2396,1133666.6311081063
2397,1532326.3422953815
2398,1196552.3847332916
2399,1207588.82155214
2400,1502111.8403326068
2401,1505393.2043416908
2402,1266475.996479818
2403,1050648.3877311326
2404,893329.6683143118
2405,1496911.5496402085
2406,1235290.2220430688
2407,1270629.758994025
2408,1289446.5811147764
2409,1485337.9867433656
2410,1301537.79112409
2411,1373548.2797083014
2412,1345304.6407415967
2413,1332452.1785547817
2414,1422392.397026611
2415,1264298.0805972677
2416,1408973.0233717153
2417,1402645.258836194
2418,1462333.646763799
2419,1090145.1534294083
2420,1490498.430408445
2421,1230151.799036241
2422,1372114.6401007746
2423,902173.5996372423
2424,1217045.7581941471
2425,1370960.7292366787
2426,1355792.1397212783
2427,1074244.2775751157
2428,1070848.0766358334
2429,1225754.4980415052
2430,1205863.5265976563
2431,1404552.354125347
2432,1153833.4937115787
2433,1542165.9866515514
2434,1206423.4138367102
2435,1277021.0844436176
2436,1411994.5925748337
2437,1363799.003343607
2438,1240525.4415093209
2439,1440688.4642332185
2440,1233943.0999188635
2441,1124383.0457575948
2442,1493806.2487379746
2443,1281490.4273472314
2444,1230521.3129740204
2445,1295841.7151908516
2446,1451778.1391284964
2447,1350437.360192655
2448,1455502.4431484283
2449,1393191.8193607253
2450,1264096.6478456673
2451,1229926.6168193598
2452,1015436.1550002045
2453,1379467.166855172
2454,1493245.2396336433
2455,1464533.4833656517
2456,1128571.8677574117
2457,1470486.3738366023
2458,1498063.4853351335
2459,1231804.7260727915
2460,1493572.5133826681
2461,1365931.6484626557
2462,1264013.6293955846
2463,1151070.1864786067
2464,1441970.9008678074
2465,1060097.4444344414
